,url,sha256,schreenshot_path,label,html_signature
0,http://bitcb-tlforms.net/login.php,1944392bd413c5f6d8845d31de8a48a8e3c7a6f3b88c02410d32f5baad4f22f2,website/source/year=2025/month=4/day=17/1744921386-1944392bd413c5f6d8845d31de8a48a8e3c7a6f3b88c02410d32f5baad4f22f2/desktop-1744921386.1944392bd413c5f6d8845d31de8a48a8e3c7a6f3b88c02410d32f5baad4f22f2.png,TEST_LOGIN_FORM,(body(div(div)(img)(div)(div(img))(div(div(div(div)(div)(div)(div)(div)(div)(label)(input)(div)(label)(img)(input)(div)(div)(div)(div)(center)))))(div)(script)(script)(script)(script)(script)(script))
1,http://btinformationserver.weebly.com,2f0b80aac130f09869052c4cc0d19d6113c2e8ffa7fd84d3a68224e581da93bf,website/source/year=2025/month=3/day=9/1741552388-2f0b80aac130f09869052c4cc0d19d6113c2e8ffa7fd84d3a68224e581da93bf/desktop-1741552388.2f0b80aac130f09869052c4cc0d19d6113c2e8ffa7fd84d3a68224e581da93bf.png,TEST_LOGIN_FORM,(body(div(div(div(div(div(span(a(span))))(div(div(ul))(div(ul)))(div(div(a))(button)))))(div(div(div(div(div(div(div(div(div(div(a(img))(div)))(div(div(div(table(tbody(tr(td(div))(td(div(form(div(ul(font)(label(span))(div(div(label(span))(div(input))(div)))(div(div(label(span))(div(input))(div)))))(div(input))(div(input)(input)(input)(input)(input)(a(span))))(iframe)(div)))(td(div))))))))))))(div)))))(div(div(div(div(div(div(div)))))))(div(div(div(style)(script)(script)))))(div(ul))(div)(script)(script)(script)(script)(script)(div)(script)(script)(script)(script)(script)(script)(script))
2,http://btinternent09.weebly.com,0ce25a14768854b82e705785e656f14ef7ef4b2529e165787640a545a51ca26f,website/source/year=2025/month=1/day=6/1736196509-0ce25a14768854b82e705785e656f14ef7ef4b2529e165787640a545a51ca26f/desktop-1736196509.0ce25a14768854b82e705785e656f14ef7ef4b2529e165787640a545a51ca26f.png,TEST_LOGIN_FORM,(body(div(div(div(div(span)))(div(span(a(img))))(div(a(span))))(div(ul))(div(div(div(ul))))(div(div))(div(div)))(div(div(div(div(div(div(div(div(div(div(div(div(table(tbody(tr(td)(td(div(div(a(img))(div)))(div(form(div(ul(label(span))(div(div(label(span))(div(input))(div)))(div(div(label(span))(div(input))(div)))))(div(input))(div(input)(input)(input)(input)(input)(a(span))))(iframe)(div)))))))))))))(div)))))(div(div(div(div(div(div(div)))))))(div(style)(script)(script)))(div)(script)(script)(div)(script)(script)(script)(script)(script)(script)(script))
3,http://callonjehovandprayinthemorning.weebly.com,4cae0ea102eeea54e37b33901641664f26fe673625323f32a6713ab6d4669ce2,website/source/year=2025/month=1/day=5/1736109833-4cae0ea102eeea54e37b33901641664f26fe673625323f32a6713ab6d4669ce2/desktop-1736109833.4cae0ea102eeea54e37b33901641664f26fe673625323f32a6713ab6d4669ce2.png,TEST_LOGIN_FORM,(body(div(div(div(div(div(span(span)(span(span))))(div(ul(li(a))))(a(span))))(div))(div(div(div(div(div(div(div(div(div(div(a(img))(div)))(div(div(div(table(tbody(tr(td(div(div(a(img))(div))))(td(div(form(div(ul(font)(div(div(label(span))(div(input))(div)))(div(div(label(span))(div(input))(div)))))(div(input))(div(input)(input)(input)(input)(input)(a(span))))(iframe)(div)))))))))))))(div)))))(div(div(div(div(div(div(div)))))(div(div(div(div(div)))))(div(div(div(div(div)))))(div(div(div(div(div)))))))(div(div(style)(script)(script))))(div(a(span))(ul(li(a))))(script)(script)(div)(script)(script)(script)(script)(script)(script)(script))
4,http://currentfromatt.wixsite.com/my-site-1,73fd833c87e1524a6b24aca20ef1b4bc545b12a01dd0541fa2dcd22f82fe7403,website/source/year=2025/month=4/day=6/1743971368-73fd833c87e1524a6b24aca20ef1b4bc545b12a01dd0541fa2dcd22f82fe7403/desktop-1743971368.73fd833c87e1524a6b24aca20ef1b4bc545b12a01dd0541fa2dcd22f82fe7403.png,TEST_LOGIN_FORM,(body(script)(script)(script)(script)(div(div(div(span))(div(a(span(span(div(div(svg(path)(path)))(div)))(span))))(div(div(div(div)(div))))(div(div(header(div)(div(div)(div(div(div)))))(main(div(div(div)(div(div(div(div(section(div(div)(div))(div(div(div(div(div(div(div(div(form(fieldset(div(div(div(div(div(div(div(div(div(span(span))(span(span)(a(span))))))))))(div(div(div(label(span)))(div(div(div(div(input))))(div))))(div(div(div(label(span)))(div(div(div(div(input))))(div))))(div(div(div)(div(div(button(span)))(div)))))(div(div)))))))))))(div(div(wow-image(img))))))))))))))(footer(div)(div(div)(div(div(div)))))))(div(span))))(script)(script)(script)(script)(script)(script)(script)(link)(link)(link)(link)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(script)(link)(script)(script)(script)(script)(script)(script)(script)(script)(script))
5,http://hsbc-gateway-demo-broker.azurewebsites.net,1d495aeca8f701f8948bd51706fdac55ba32e5b726e6a8b8c9df8ff88d335828,website/source/year=2025/month=3/day=26/1743020587-1d495aeca8f701f8948bd51706fdac55ba32e5b726e6a8b8c9df8ff88d335828/desktop-1743020587.1d495aeca8f701f8948bd51706fdac55ba32e5b726e6a8b8c9df8ff88d335828.png,TEST_LOGIN_FORM,(body(div(div(div(div(div)(div)(div(div)(button(div))))))(div(div(div(div)(div)(div(div)(button(div))))))(div(div(div(div)(div)(div(div)(button(div))(button(div))))))(div(div(div(div(div(div(div)))))))(div(div(div(div(div(div)(div)(div))))(div(div(div(div(div(div)(div)(div)))(form(div(div)(div(div(div))(div(div(div(div(div(div(label)(input)))(div(div(div)))))(div(div(div(div(label)(input))(div(div)))(div(div(div)))))(div(div(div(div(div(label)(div(input))(div(div)))(div))(div(div(div)))))))))(div(div(div(div(a(div))(div)(button(div)))))))(div)(div))))))(div)))(script)(script)(script))
6,http://instagrambeta.github.io,500e34387054037c49d9c3a1a6aa6c2f321b8bb3652d8acb2518c6dc6b9e760b,website/source/year=2025/month=1/day=27/1738011302-500e34387054037c49d9c3a1a6aa6c2f321b8bb3652d8acb2518c6dc6b9e760b/desktop-1738011302.500e34387054037c49d9c3a1a6aa6c2f321b8bb3652d8acb2518c6dc6b9e760b.png,TEST_LOGIN_FORM,(body(div(style)(img)(span(img)))(div(div(div(div(div(div)))(div(div(div(div(div(div(section(main(div(div(div(div(div))(div(div(form(div(div(span))(div(div(label(span)(input))(div)))(div(div(label(span)(input))(div)))(div(button(div)))(div(div(div)(div)(div)))(div(button(span)(span))))(a(span))))))(div(span(a(span))))(div(div(span))(div(a(img))(a(img)))))))(footer(div(div(div(div(a(span)))(div(a(span)))(div(a(span)))(div(a(span)))(div(a(span)))(div(a(span)))(div(a(span)))(div(a(span)))(div(a(span)))(div(a(span)))(div(a(span)))(div(a(span)))(div(a(span)))))(div(span(div(span)(div(span(svg(title)(path)))))(select(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)(option)))(div(span))))))))(div(div)))(div(div))))))))(link)(script)(script)(script)(script)(div)(div(div(div))(div(div))(div(div))))
7,http://instagram-com-post-n97stav.vercel.app,1a6442fd4e40c9faef178c0695b7159c9092000f7f9319a16b176ea9cb407770,website/source/year=2025/month=1/day=25/1737840318-1a6442fd4e40c9faef178c0695b7159c9092000f7f9319a16b176ea9cb407770/desktop-1737840318.1a6442fd4e40c9faef178c0695b7159c9092000f7f9319a16b176ea9cb407770.png,TEST_LOGIN_FORM,(body(main(div(div(img)(div(form(input)(input)(button)))(span)(div(a(img)(span)))(a))(div(span)(div(a(img))(a(img)))))(div(img)))(footer(ul(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a))(li(a)))(span))(script)(script)(script)(script)(script)(script)(script)(script)(next-route-announcer))
8,http://instagramhelp.azurewebsites.net/instagram,8ccb58903940767868ecf973fb8ec6ed8fa35d199714534543e1d9c2c41ff1a2,website/source/year=2025/month=1/day=28/1738096023-8ccb58903940767868ecf973fb8ec6ed8fa35d199714534543e1d9c2c41ff1a2/desktop-1738096023.8ccb58903940767868ecf973fb8ec6ed8fa35d199714534543e1d9c2c41ff1a2.png,TEST_LOGIN_FORM,(body(form(div(input)(input)(input))(script)(script)(script)(script)(div(input)(input))(script)(div(style)(div(section(div(div(img))(div(input)(div(input))(input))(span)(div(a)))(div(div(a)))(div(span)(div(img)(img))))(footer(a)(a)(a)(a)(a)(a)(a)(a)(a)(a)(a)(a)(a)(div(select(option)(option)(option)(option)(option))(span))))(hr)(footer)))(script))
9,http://installment-payu-ios.maklifedairy.in,201ed174fdd8fc749e969bb163b8b75d8795a53bcf51e91e96e635bf32ff6a27,website/source/year=2025/month=1/day=26/1737924030-201ed174fdd8fc749e969bb163b8b75d8795a53bcf51e91e96e635bf32ff6a27/desktop-1737924030.201ed174fdd8fc749e969bb163b8b75d8795a53bcf51e91e96e635bf32ff6a27.png,TEST_LOGIN_FORM,(body(div(header(div(div(img))(div(ul(li(a(img)))))))(section(div(div(div(div(img))(div(span)))(div(div(div(span))(form(div(div(label)(div(input)))(div(label)(div(input)))(div(label)(div(input)))(input))))(div(ul(li(img))(li(img))(li(img))(li(img))(li(img))))))))(section(div(div(div(div(ul(li(div(div(img))(span)(span))(div(span)))(li(div(div(img))(span)(span))(div(span)))(li(div(div(img))(span)(span))(div(span))))(ul(li(div(span))(div(span)))(li(div(span))(div(span)))(li(div(span))(div(span)))))))))))
